2016-09-01 19:42:33.737;1
2016-09-01 19:42:34.807;1
2016-09-01 19:42:35.854;1
2016-09-01 19:42:36.907;1
2016-09-01 19:42:37.956;1
2016-09-01 19:42:39.004;1
2016-09-01 19:42:40.560;1
2016-09-01 19:42:41.600;1
2016-09-01 19:42:42.646;1
2016-09-01 19:42:43.700;1
2016-09-01 19:42:44.768;1
2016-09-01 19:42:45.806;1
2016-09-01 19:42:46.843;1
2016-09-01 19:42:47.879;1
2016-09-01 19:42:48.914;1
2016-09-01 19:42:49.947;1
2016-09-01 19:42:51.056;1
2016-09-01 19:42:52.095;1
2016-09-01 19:42:53.175;1
2016-09-01 19:42:54.211;1
2016-09-01 19:42:55.246;1
2016-09-01 19:42:56.287;1
2016-09-01 19:42:57.334;1
2016-09-01 19:42:58.370;1
2016-09-01 19:42:59.405;1
2016-09-01 19:43:00.440;1
2016-09-01 19:43:01.492;1
2016-09-01 19:43:02.545;1
2016-09-01 19:43:03.585;1
2016-09-01 19:43:04.622;1
2016-09-01 19:43:05.657;1
2016-09-01 19:43:06.690;1
2016-09-01 19:43:07.746;1
2016-09-01 19:43:08.792;1
2016-09-01 19:43:09.836;1
2016-09-01 19:43:10.873;1
2016-09-01 19:43:11.907;1
2016-09-01 19:43:12.957;1
2016-09-01 19:43:14.003;1
2016-09-01 19:43:15.067;1
2016-09-01 19:43:16.112;1
2016-09-01 19:43:17.149;1
2016-09-01 19:43:18.198;1
2016-09-01 19:43:19.246;1
2016-09-01 19:43:20.294;1
2016-09-01 19:43:21.338;1
2016-09-01 19:43:22.398;1
2016-09-01 19:43:23.445;1
2016-09-01 19:43:24.502;1
2016-09-01 19:43:25.565;1
2016-09-01 19:43:26.606;1
2016-09-01 19:43:27.654;1
2016-09-01 19:43:28.694;1
2016-09-01 19:43:29.727;1
2016-09-01 19:43:30.761;1
2016-09-01 19:43:31.796;1
2016-09-01 19:43:32.835;1
2016-09-01 19:43:33.875;1
2016-09-01 19:43:34.921;1
2016-09-01 19:43:35.966;1
2016-09-01 19:43:37.011;1
2016-09-01 19:43:38.054;1
2016-09-01 19:43:39.091;1
2016-09-01 19:43:40.125;1
2016-09-01 19:43:41.166;1
2016-09-01 19:43:42.203;1
2016-09-01 19:43:43.240;1
2016-09-01 19:43:44.279;1
2016-09-01 19:43:45.322;1
2016-09-01 19:43:46.361;1
2016-09-01 19:43:47.472;1
2016-09-01 19:43:48.529;1
2016-09-01 19:43:49.567;1
2016-09-01 19:43:50.600;1
2016-09-01 19:43:51.646;1
2016-09-01 19:43:52.683;1
2016-09-01 19:43:53.718;1
2016-09-01 19:43:54.754;1
2016-09-01 19:43:55.789;1
2016-09-01 19:43:56.835;1
2016-09-01 19:43:57.878;1
2016-09-01 19:43:58.937;1
2016-09-01 19:43:59.983;1
2016-09-01 19:44:01.036;1
2016-09-01 19:44:02.087;1
2016-09-01 19:44:03.130;1
2016-09-01 19:44:04.169;1
2016-09-01 19:44:05.211;1
2016-09-01 19:44:06.257;1
2016-09-01 19:44:07.304;1
2016-09-01 19:44:08.490;1
2016-09-01 19:44:09.530;1
2016-09-01 19:44:10.566;1
2016-09-01 19:44:11.600;1
2016-09-01 19:44:12.644;1
2016-09-01 19:44:13.687;1
2016-09-01 19:44:14.732;1
2016-09-01 19:44:15.768;1
2016-09-01 19:44:16.806;1
2016-09-01 19:44:17.854;1
2016-09-01 19:44:18.908;1
2016-09-01 19:44:19.944;1
2016-09-01 19:44:20.985;1
2016-09-01 19:44:22.024;1
2016-09-01 19:44:23.059;1
2016-09-01 19:44:24.100;1
2016-09-01 19:44:25.134;1
2016-09-01 19:44:26.175;1
2016-09-01 19:44:27.211;1
2016-09-01 19:44:28.255;1
2016-09-01 19:44:29.297;1
2016-09-01 19:44:30.332;1
