2016-09-05 19:06:31.794;1;0.2
2016-09-05 19:06:32.861;1;0.2
2016-09-05 19:06:33.914;1;0.2
2016-09-05 19:06:34.966;1;0.2
2016-09-05 19:06:36.018;1;0.2
2016-09-05 19:06:37.070;1;0.2
2016-09-05 19:06:38.132;1;0.2
2016-09-05 19:06:39.172;1;0.2
2016-09-05 19:06:40.223;1;0.2
2016-09-05 19:06:41.277;1;0.2
2016-09-05 19:06:42.330;1;0.2
2016-09-05 19:06:43.383;1;0.2
2016-09-05 19:06:44.456;1;0.2
2016-09-05 19:06:45.512;1;0.2
2016-09-05 19:06:46.565;1;0.2
2016-09-05 19:06:47.616;1;0.2
2016-09-05 19:06:48.679;1;0.2
2016-09-05 19:06:49.740;1;0.2
2016-09-05 19:06:50.799;1;0.2
2016-09-05 19:06:51.853;1;0.2
2016-09-05 19:06:52.911;1;0.2
2016-09-05 19:06:53.969;1;0.2
2016-09-05 19:06:55.021;1;0.2
2016-09-05 19:06:56.086;1;0.2
2016-09-05 19:06:57.139;1;0.2
2016-09-05 19:06:58.192;1;0.2
2016-09-05 19:06:59.245;1;0.2
2016-09-05 19:07:00.298;1;0.2
2016-09-05 19:07:01.352;1;0.2
2016-09-05 19:07:02.412;1;0.2
2016-09-05 19:07:03.475;1;0.2
2016-09-05 19:07:04.529;1;0.2
2016-09-05 19:07:05.587;1;0.2
2016-09-05 19:07:06.638;1;0.2
2016-09-05 19:07:07.704;1;0.2
2016-09-05 19:07:08.760;1;0.2
2016-09-05 19:07:09.814;1;0.2
2016-09-05 19:07:10.869;1;0.2
2016-09-05 19:07:11.920;1;0.2
2016-09-05 19:07:12.974;1;0.2
2016-09-05 19:07:14.033;1;0.2
2016-09-05 19:07:15.090;1;0.2
2016-09-05 19:07:16.141;1;0.2
2016-09-05 19:07:17.194;1;0.2
2016-09-05 19:07:18.246;1;0.2
2016-09-05 19:07:19.311;1;0.2
2016-09-05 19:07:20.373;1;0.2
2016-09-05 19:07:21.431;1;0.2
2016-09-05 19:07:22.483;1;0.2
2016-09-05 19:07:23.534;1;0.2
2016-09-05 19:07:24.586;1;0.2
2016-09-05 19:07:25.656;1;0.2
2016-09-05 19:07:26.711;1;0.2
2016-09-05 19:07:27.764;1;0.2
2016-09-05 19:07:28.817;1;0.2
2016-09-05 19:07:29.874;1;0.2
2016-09-05 19:07:30.933;1;0.2
2016-09-05 19:07:31.991;1;0.2
2016-09-05 19:07:33.055;1;0.2
2016-09-05 19:07:34.109;1;0.2
2016-09-05 19:07:35.173;1;0.2
2016-09-05 19:07:36.226;1;0.2
2016-09-05 19:07:37.277;1;0.2
2016-09-05 19:07:38.335;1;0.2
2016-09-05 19:07:39.388;1;0.2
2016-09-05 19:07:40.442;1;0.2
2016-09-05 19:07:41.492;1;0.2
2016-09-05 19:07:42.544;1;0.2
2016-09-05 19:07:43.609;1;0.2
2016-09-05 19:07:44.660;1;0.2
2016-09-05 19:07:45.711;1;0.2
2016-09-05 19:07:46.752;1;0.2
2016-09-05 19:07:47.800;1;0.2
2016-09-05 19:07:48.864;1;0.2
2016-09-05 19:07:49.925;1;0.2
2016-09-05 19:07:50.977;1;0.2
2016-09-05 19:07:52.029;1;0.2
2016-09-05 19:07:53.082;1;0.2
2016-09-05 19:07:54.150;1;0.2
2016-09-05 19:07:55.204;1;0.2
2016-09-05 19:07:56.258;1;0.2
2016-09-05 19:07:57.310;1;0.2
2016-09-05 19:07:58.362;1;0.2
2016-09-05 19:07:59.415;1;0.2
2016-09-05 19:08:00.483;1;0.2
2016-09-05 19:08:01.543;1;0.2
2016-09-05 19:08:02.602;1;0.2
2016-09-05 19:08:03.654;1;0.2
2016-09-05 19:08:04.707;1;0.2
2016-09-05 19:08:05.758;1;0.2
2016-09-05 19:08:06.810;1;0.2
2016-09-05 19:08:07.862;1;0.2
2016-09-05 19:08:08.921;1;0.2
2016-09-05 19:08:09.973;1;0.2
2016-09-05 19:08:11.027;1;0.2
2016-09-05 19:08:12.082;1;0.2
2016-09-05 19:08:13.178;1;0.2
2016-09-05 19:08:14.240;1;0.2
2016-09-05 19:08:15.293;1;0.2
2016-09-05 19:08:16.351;1;0.2
2016-09-05 19:08:17.405;1;0.2
2016-09-05 19:08:18.465;1;0.2
2016-09-05 19:08:19.517;1;0.2
2016-09-05 19:08:20.569;1;0.2
2016-09-05 19:08:21.609;1;0.2
2016-09-05 19:08:22.658;1;0.2
2016-09-05 19:08:23.711;1;0.2
2016-09-05 19:08:24.780;1;0.2
2016-09-05 19:08:25.839;1;0.2
2016-09-05 19:08:26.891;1;0.2
2016-09-05 19:08:27.943;1;0.2
2016-09-05 19:08:29.001;1;0.2
2016-09-05 19:08:30.054;1;0.2
2016-09-05 19:08:31.118;1;0.2
2016-09-05 19:08:32.180;1;0.2
2016-09-05 19:08:33.232;1;0.2
2016-09-05 19:08:34.284;1;0.2
2016-09-05 19:08:35.337;1;0.2
2016-09-05 19:08:36.410;1;0.2
2016-09-05 19:08:37.465;1;0.2
2016-09-05 19:08:38.519;1;0.2
2016-09-05 19:08:39.572;1;0.2
2016-09-05 19:08:40.628;1;0.2
2016-09-05 19:08:42.013;1;0.2
2016-09-05 19:08:43.081;1;0.2
2016-09-05 19:08:44.149;1;0.2
2016-09-05 19:08:45.204;1;0.2
2016-09-05 19:08:46.258;1;0.2
2016-09-05 19:08:47.300;1;0.2
2016-09-05 19:08:48.351;1;0.2
2016-09-05 19:08:49.402;1;0.2
2016-09-05 19:08:50.476;1;0.2
2016-09-05 19:08:51.530;1;0.2
2016-09-05 19:08:52.794;1;0.2
2016-09-05 19:08:53.846;1;0.2
2016-09-05 19:08:54.899;1;0.2
