2016-09-05 19:06:26.678;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:29.223;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:33.059;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:34.344;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:34.577;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:39.487;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:39.718;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:40.788;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:42.075;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:44.624;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:44.854;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:45.925;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:47.206;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:49.801;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:51.066;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:52.354;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:53.633;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:54.930;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:56.225;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:06:57.491;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:07:02.618;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
2016-09-05 19:07:02.849;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;27750;20;-159;0.2
