2016-09-24 11:23:20.480;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28937;26654;-159;0.2
2016-09-24 11:23:21.698;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28937;26654;-159;0.2
2016-09-24 11:23:22.975;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28937;26654;-159;0.2
2016-09-24 11:23:25.588;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28437;26654;-159;0.2
2016-09-24 11:23:26.882;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28437;26654;-159;0.2
2016-09-24 11:23:27.053;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28437;26654;-159;0.2
2016-09-24 11:23:28.122;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28437;26654;-159;0.2
2016-09-24 11:23:29.512;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28437;26654;-159;0.2
2016-09-24 11:23:30.691;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28437;26654;-159;0.2
2016-09-24 11:23:31.970;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28312;26654;-159;0.2
2016-09-24 11:23:33.255;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28312;26654;-159;0.2
2016-09-24 11:23:34.581;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28312;26654;-159;0.2
2016-09-24 11:23:35.826;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28312;26654;-159;0.2
2016-09-24 11:23:37.113;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;29562;26654;-159;0.2
2016-09-24 11:23:39.752;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;29562;26654;-159;0.2
2016-09-24 11:23:41.007;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;29562;26654;-159;0.2
2016-09-24 11:23:43.552;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;30000;26654;-159;0.2
2016-09-24 11:23:44.877;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;30000;26654;-159;0.2
2016-09-24 11:23:47.392;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;30000;26654;-159;0.2
2016-09-24 11:42:33.066;4A4ECE60-7EB0-11E4-B4A9-0800200C9A66;28625;26654;-159;0.2
